decimalLatitude,decimalLongitude,species,speciesKey,occurrenceStatus,geometry
-33.724967,150.600006,Limnodynastes peronii,2429583.0,1,POINT (150.600006 -33.724967)
-33.756378,150.62332,Crinia signifera,2424585.0,1,POINT (150.62332 -33.756378)
-33.756378,150.623358,Crinia signifera,2424585.0,1,POINT (150.623358 -33.756378)
-33.685693,150.535692,Crinia signifera,2424585.0,1,POINT (150.535692 -33.685693)
-33.756406,150.623163,Crinia signifera,2424585.0,1,POINT (150.623163 -33.756406)
-33.709117,150.598546,Crinia signifera,2424585.0,1,POINT (150.598546 -33.709117)
-33.518,150.875,Crinia signifera,2424585.0,1,POINT (150.875 -33.518)
-33.744105,150.864978,Crinia signifera,2424585.0,1,POINT (150.864978 -33.744105)
-33.524257,150.62429,Litoria verreauxii,2427755.0,1,POINT (150.62429 -33.524257)
-33.8636,150.813,Crinia signifera,2424585.0,1,POINT (150.813 -33.8636)
-33.756271,150.623255,Crinia signifera,2424585.0,1,POINT (150.623255 -33.756271)
-33.930528,150.832138,Crinia signifera,2424585.0,1,POINT (150.832138 -33.930528)
-33.795401,150.743484,Crinia signifera,2424585.0,1,POINT (150.743484 -33.795401)
-33.727105,150.698794,Crinia signifera,2424585.0,1,POINT (150.698794 -33.727105)
-33.817688,150.828323,Crinia signifera,2424585.0,1,POINT (150.828323 -33.817688)
-33.5625,150.82,Crinia signifera,2424585.0,1,POINT (150.82 -33.5625)
-33.756378,150.623402,Crinia signifera,2424585.0,1,POINT (150.623402 -33.756378)
-33.7175,150.46,Crinia signifera,2424585.0,1,POINT (150.46 -33.7175)
-33.756331,150.62335,Crinia signifera,2424585.0,1,POINT (150.62335 -33.756331)
-33.766595,150.743537,Crinia signifera,2424585.0,1,POINT (150.743537 -33.766595)
-33.767872,150.730873,Crinia signifera,2424585.0,1,POINT (150.730873 -33.767872)
-33.930512,150.832156,Crinia signifera,2424585.0,1,POINT (150.832156 -33.930512)
-33.672852,150.538128,Crinia signifera,2424585.0,1,POINT (150.538128 -33.672852)
-33.749477,150.863519,Crinia signifera,2424585.0,1,POINT (150.863519 -33.749477)
-33.709117,150.598546,Litoria verreauxii,2427755.0,1,POINT (150.598546 -33.709117)
-33.756376,150.623343,Crinia signifera,2424585.0,1,POINT (150.623343 -33.756376)
-33.709199,150.598617,Crinia signifera,2424585.0,1,POINT (150.598617 -33.709199)
-33.70047,150.584086,Crinia signifera,2424585.0,1,POINT (150.584086 -33.70047)
-33.72122,150.461269,Litoria verreauxii,2427755.0,1,POINT (150.461269 -33.72122)
-33.793365,150.892528,Crinia signifera,2424585.0,1,POINT (150.892528 -33.793365)
-33.80954,150.873149,Crinia signifera,2424585.0,1,POINT (150.873149 -33.80954)
-33.695416,150.552487,Crinia signifera,2424585.0,1,POINT (150.552487 -33.695416)
-33.756482,150.623472,Crinia signifera,2424585.0,1,POINT (150.623472 -33.756482)
-33.758019,150.626842,Crinia signifera,2424585.0,1,POINT (150.626842 -33.758019)
-33.524261,150.624211,Crinia signifera,2424585.0,1,POINT (150.624211 -33.524261)
-33.756256,150.623158,Crinia signifera,2424585.0,1,POINT (150.623158 -33.756256)
-33.756394,150.623277,Crinia signifera,2424585.0,1,POINT (150.623277 -33.756394)
-33.756317,150.623083,Crinia signifera,2424585.0,1,POINT (150.623083 -33.756317)
-33.600189,150.894099,Crinia signifera,2424585.0,1,POINT (150.894099 -33.600189)
-33.750178,150.464939,Crinia signifera,2424585.0,1,POINT (150.464939 -33.750178)
-33.537903,150.42281,Crinia signifera,2424585.0,1,POINT (150.42281 -33.537903)
-33.501099,150.68967,Crinia signifera,2424585.0,1,POINT (150.68967 -33.501099)
-33.800496,150.674564,Crinia signifera,2424585.0,1,POINT (150.674564 -33.800496)
-33.709199,150.598617,Litoria verreauxii,2427755.0,1,POINT (150.598617 -33.709199)
-33.727105,150.698794,Crinia signifera,2424585.0,1,POINT (150.698794 -33.727105)
-33.756378,150.623358,Crinia signifera,2424585.0,1,POINT (150.623358 -33.756378)
-33.756406,150.623163,Crinia signifera,2424585.0,1,POINT (150.623163 -33.756406)
-33.672852,150.538128,Crinia signifera,2424585.0,1,POINT (150.538128 -33.672852)
-33.817688,150.828323,Crinia signifera,2424585.0,1,POINT (150.828323 -33.817688)
-33.709199,150.598617,Litoria verreauxii,2427755.0,1,POINT (150.598617 -33.709199)
-33.5625,150.82,Crinia signifera,2424585.0,1,POINT (150.82 -33.5625)
-33.524261,150.624211,Crinia signifera,2424585.0,1,POINT (150.624211 -33.524261)
-33.600189,150.894099,Crinia signifera,2424585.0,1,POINT (150.894099 -33.600189)
-33.709117,150.598546,Crinia signifera,2424585.0,1,POINT (150.598546 -33.709117)
-33.749477,150.863519,Crinia signifera,2424585.0,1,POINT (150.863519 -33.749477)
-33.70047,150.584086,Crinia signifera,2424585.0,1,POINT (150.584086 -33.70047)
-33.756256,150.623158,Crinia signifera,2424585.0,1,POINT (150.623158 -33.756256)
-33.756331,150.62335,Crinia signifera,2424585.0,1,POINT (150.62335 -33.756331)
-33.756482,150.623472,Crinia signifera,2424585.0,1,POINT (150.623472 -33.756482)
-33.756317,150.623083,Crinia signifera,2424585.0,1,POINT (150.623083 -33.756317)
-33.7175,150.46,Crinia signifera,2424585.0,1,POINT (150.46 -33.7175)
-33.709117,150.598546,Litoria verreauxii,2427755.0,1,POINT (150.598546 -33.709117)
-33.524257,150.62429,Litoria verreauxii,2427755.0,1,POINT (150.62429 -33.524257)
-33.766595,150.743537,Crinia signifera,2424585.0,1,POINT (150.743537 -33.766595)
-33.756394,150.623277,Crinia signifera,2424585.0,1,POINT (150.623277 -33.756394)
-33.930528,150.832138,Crinia signifera,2424585.0,1,POINT (150.832138 -33.930528)
-33.80954,150.873149,Crinia signifera,2424585.0,1,POINT (150.873149 -33.80954)
-33.756378,150.62332,Crinia signifera,2424585.0,1,POINT (150.62332 -33.756378)
-33.518,150.875,Crinia signifera,2424585.0,1,POINT (150.875 -33.518)
-33.685693,150.535692,Crinia signifera,2424585.0,1,POINT (150.535692 -33.685693)
-33.930512,150.832156,Crinia signifera,2424585.0,1,POINT (150.832156 -33.930512)
-33.744105,150.864978,Crinia signifera,2424585.0,1,POINT (150.864978 -33.744105)
-33.8636,150.813,Crinia signifera,2424585.0,1,POINT (150.813 -33.8636)
-33.695416,150.552487,Crinia signifera,2424585.0,1,POINT (150.552487 -33.695416)
-33.501099,150.68967,Crinia signifera,2424585.0,1,POINT (150.68967 -33.501099)
-33.767872,150.730873,Crinia signifera,2424585.0,1,POINT (150.730873 -33.767872)
-33.709199,150.598617,Crinia signifera,2424585.0,1,POINT (150.598617 -33.709199)
-33.537903,150.42281,Crinia signifera,2424585.0,1,POINT (150.42281 -33.537903)
-33.750178,150.464939,Crinia signifera,2424585.0,1,POINT (150.464939 -33.750178)
-33.756378,150.623402,Crinia signifera,2424585.0,1,POINT (150.623402 -33.756378)
-33.758019,150.626842,Crinia signifera,2424585.0,1,POINT (150.626842 -33.758019)
-33.756271,150.623255,Crinia signifera,2424585.0,1,POINT (150.623255 -33.756271)
-33.756376,150.623343,Crinia signifera,2424585.0,1,POINT (150.623343 -33.756376)
-33.72122,150.461269,Litoria verreauxii,2427755.0,1,POINT (150.461269 -33.72122)
-33.795401,150.743484,Crinia signifera,2424585.0,1,POINT (150.743484 -33.795401)
-33.800496,150.674564,Crinia signifera,2424585.0,1,POINT (150.674564 -33.800496)
-33.793365,150.892528,Crinia signifera,2424585.0,1,POINT (150.892528 -33.793365)
-33.644379,150.859796,Crinia signifera,2424585.0,1,POINT (150.859796 -33.644379)
-33.707915,150.727731,Litoria fallax,2427671.0,1,POINT (150.727731 -33.707915)
-33.614752,150.717765,Crinia signifera,2424585.0,1,POINT (150.717765 -33.614752)
-33.707915,150.727731,Crinia signifera,2424585.0,1,POINT (150.727731 -33.707915)
-33.614752,150.717765,Litoria dentata,2427847.0,1,POINT (150.717765 -33.614752)
-33.707915,150.727731,Litoria verreauxii,2427755.0,1,POINT (150.727731 -33.707915)
-33.614752,150.717765,Litoria peronii,2427831.0,1,POINT (150.717765 -33.614752)
-33.707915,150.727731,Litoria peronii,2427831.0,1,POINT (150.727731 -33.707915)
-33.707915,150.727731,Litoria dentata,2427847.0,1,POINT (150.727731 -33.707915)
-33.674516,150.787418,Crinia signifera,2424585.0,1,POINT (150.787418 -33.674516)
-33.684,150.581,Limnodynastes peronii,2429583.0,1,POINT (150.581 -33.684)
-33.524173,150.6237,Litoria fallax,2427671.0,1,POINT (150.6237 -33.524173)
-33.700378,150.484243,Crinia signifera,2424585.0,1,POINT (150.484243 -33.700378)
-33.7552,150.724,Limnodynastes peronii,2429583.0,1,POINT (150.724 -33.7552)
-33.755341,150.623358,Litoria peronii,2427831.0,1,POINT (150.623358 -33.755341)
-33.505493,150.792851,Crinia signifera,2424585.0,1,POINT (150.792851 -33.505493)
-33.5029,150.824,Crinia signifera,2424585.0,1,POINT (150.824 -33.5029)
-33.756317,150.623222,Crinia signifera,2424585.0,1,POINT (150.623222 -33.756317)
-33.756505,150.623268,Crinia signifera,2424585.0,1,POINT (150.623268 -33.756505)
-33.756283,150.623333,Crinia signifera,2424585.0,1,POINT (150.623333 -33.756283)
-33.75642,150.623438,Crinia signifera,2424585.0,1,POINT (150.623438 -33.75642)
-33.756195,150.623208,Limnodynastes peronii,2429583.0,1,POINT (150.623208 -33.756195)
-33.756256,150.623334,Crinia signifera,2424585.0,1,POINT (150.623334 -33.756256)
-33.755367,150.623285,Litoria peronii,2427831.0,1,POINT (150.623285 -33.755367)
-33.768565,150.857155,Crinia signifera,2424585.0,1,POINT (150.857155 -33.768565)
-33.756256,150.623282,Crinia signifera,2424585.0,1,POINT (150.623282 -33.756256)
-33.756317,150.623256,Crinia signifera,2424585.0,1,POINT (150.623256 -33.756317)
-33.756287,150.623168,Crinia signifera,2424585.0,1,POINT (150.623168 -33.756287)
-33.75592,150.622932,Limnodynastes peronii,2429583.0,1,POINT (150.622932 -33.75592)
-33.709259,150.598444,Litoria verreauxii,2427755.0,1,POINT (150.598444 -33.709259)
-33.75592,150.622932,Crinia signifera,2424585.0,1,POINT (150.622932 -33.75592)
-33.756165,150.623297,Crinia signifera,2424585.0,1,POINT (150.623297 -33.756165)
-33.756195,150.623208,Crinia signifera,2424585.0,1,POINT (150.623208 -33.756195)
-33.756165,150.623061,Crinia signifera,2424585.0,1,POINT (150.623061 -33.756165)
-33.749528,150.866185,Crinia signifera,2424585.0,1,POINT (150.866185 -33.749528)
-33.65891,150.606087,Crinia signifera,2424585.0,1,POINT (150.606087 -33.65891)
-33.756195,150.623071,Crinia signifera,2424585.0,1,POINT (150.623071 -33.756195)
-33.775654,150.866907,Crinia signifera,2424585.0,1,POINT (150.866907 -33.775654)
-33.756295,150.623246,Crinia signifera,2424585.0,1,POINT (150.623246 -33.756295)
-33.71255,150.602944,Crinia signifera,2424585.0,1,POINT (150.602944 -33.71255)
-33.718,150.427,Crinia signifera,2424585.0,1,POINT (150.427 -33.718)
-33.712755,150.602852,Crinia signifera,2424585.0,1,POINT (150.602852 -33.712755)
-33.775784,150.86715,Crinia signifera,2424585.0,1,POINT (150.86715 -33.775784)
-33.75647,150.623053,Crinia signifera,2424585.0,1,POINT (150.623053 -33.75647)
-33.756523,150.623336,Crinia signifera,2424585.0,1,POINT (150.623336 -33.756523)
-33.7148,150.427,Crinia signifera,2424585.0,1,POINT (150.427 -33.7148)
-33.756165,150.623061,Limnodynastes peronii,2429583.0,1,POINT (150.623061 -33.756165)
-33.7564,150.623304,Crinia signifera,2424585.0,1,POINT (150.623304 -33.7564)
-33.781364,150.626561,Crinia signifera,2424585.0,1,POINT (150.626561 -33.781364)
-33.7396,150.447,Crinia signifera,2424585.0,1,POINT (150.447 -33.7396)
-33.709259,150.598444,Crinia signifera,2424585.0,1,POINT (150.598444 -33.709259)
-33.756256,150.623104,Crinia signifera,2424585.0,1,POINT (150.623104 -33.756256)
-33.710864,150.623558,Crinia signifera,2424585.0,1,POINT (150.623558 -33.710864)
-33.75647,150.623255,Crinia signifera,2424585.0,1,POINT (150.623255 -33.75647)
-33.756307,150.623322,Crinia signifera,2424585.0,1,POINT (150.623322 -33.756307)
-33.756165,150.623297,Limnodynastes peronii,2429583.0,1,POINT (150.623297 -33.756165)
-33.756226,150.623195,Crinia signifera,2424585.0,1,POINT (150.623195 -33.756226)
-33.7343,150.634,Crinia signifera,2424585.0,1,POINT (150.634 -33.7343)
-33.756165,150.623201,Crinia signifera,2424585.0,1,POINT (150.623201 -33.756165)
-33.758179,150.626532,Crinia signifera,2424585.0,1,POINT (150.626532 -33.758179)
-33.789368,150.86689,Limnodynastes tasmaniensis,2429578.0,1,POINT (150.86689 -33.789368)
-33.7887,150.693,Crinia signifera,2424585.0,1,POINT (150.693 -33.7887)
-33.756317,150.62334,Crinia signifera,2424585.0,1,POINT (150.62334 -33.756317)
-33.65891,150.606087,Litoria verreauxii,2427755.0,1,POINT (150.606087 -33.65891)
-33.756317,150.623222,Crinia signifera,2424585.0,1,POINT (150.623222 -33.756317)
-33.756165,150.623201,Crinia signifera,2424585.0,1,POINT (150.623201 -33.756165)
-33.709259,150.598444,Crinia signifera,2424585.0,1,POINT (150.598444 -33.709259)
-33.758179,150.626532,Crinia signifera,2424585.0,1,POINT (150.626532 -33.758179)
-33.756165,150.623061,Crinia signifera,2424585.0,1,POINT (150.623061 -33.756165)
-33.756317,150.62334,Crinia signifera,2424585.0,1,POINT (150.62334 -33.756317)
-33.756165,150.623297,Limnodynastes peronii,2429583.0,1,POINT (150.623297 -33.756165)
-33.781364,150.626561,Crinia signifera,2424585.0,1,POINT (150.626561 -33.781364)
-33.756307,150.623322,Crinia signifera,2424585.0,1,POINT (150.623322 -33.756307)
-33.7564,150.623304,Crinia signifera,2424585.0,1,POINT (150.623304 -33.7564)
-33.756256,150.623282,Crinia signifera,2424585.0,1,POINT (150.623282 -33.756256)
-33.7396,150.447,Crinia signifera,2424585.0,1,POINT (150.447 -33.7396)
-33.7148,150.427,Crinia signifera,2424585.0,1,POINT (150.427 -33.7148)
-33.756523,150.623336,Crinia signifera,2424585.0,1,POINT (150.623336 -33.756523)
-33.775654,150.866907,Crinia signifera,2424585.0,1,POINT (150.866907 -33.775654)
-33.756256,150.623334,Crinia signifera,2424585.0,1,POINT (150.623334 -33.756256)
-33.756195,150.623208,Limnodynastes peronii,2429583.0,1,POINT (150.623208 -33.756195)
-33.718,150.427,Crinia signifera,2424585.0,1,POINT (150.427 -33.718)
-33.524173,150.6237,Litoria fallax,2427671.0,1,POINT (150.6237 -33.524173)
-33.75592,150.622932,Limnodynastes peronii,2429583.0,1,POINT (150.622932 -33.75592)
-33.75647,150.623255,Crinia signifera,2424585.0,1,POINT (150.623255 -33.75647)
-33.710864,150.623558,Crinia signifera,2424585.0,1,POINT (150.623558 -33.710864)
-33.756226,150.623195,Crinia signifera,2424585.0,1,POINT (150.623195 -33.756226)
-33.756287,150.623168,Crinia signifera,2424585.0,1,POINT (150.623168 -33.756287)
-33.756165,150.623061,Limnodynastes peronii,2429583.0,1,POINT (150.623061 -33.756165)
-33.700378,150.484243,Crinia signifera,2424585.0,1,POINT (150.484243 -33.700378)
-33.505493,150.792851,Crinia signifera,2424585.0,1,POINT (150.792851 -33.505493)
-33.65891,150.606087,Crinia signifera,2424585.0,1,POINT (150.606087 -33.65891)
-33.756283,150.623333,Crinia signifera,2424585.0,1,POINT (150.623333 -33.756283)
-33.768565,150.857155,Crinia signifera,2424585.0,1,POINT (150.857155 -33.768565)
-33.75642,150.623438,Crinia signifera,2424585.0,1,POINT (150.623438 -33.75642)
-33.756256,150.623104,Crinia signifera,2424585.0,1,POINT (150.623104 -33.756256)
-33.755341,150.623358,Litoria peronii,2427831.0,1,POINT (150.623358 -33.755341)
-33.756505,150.623268,Crinia signifera,2424585.0,1,POINT (150.623268 -33.756505)
-33.712755,150.602852,Crinia signifera,2424585.0,1,POINT (150.602852 -33.712755)
-33.755367,150.623285,Litoria peronii,2427831.0,1,POINT (150.623285 -33.755367)
-33.756317,150.623256,Crinia signifera,2424585.0,1,POINT (150.623256 -33.756317)
-33.756165,150.623297,Crinia signifera,2424585.0,1,POINT (150.623297 -33.756165)
-33.7887,150.693,Crinia signifera,2424585.0,1,POINT (150.693 -33.7887)
-33.756195,150.623208,Crinia signifera,2424585.0,1,POINT (150.623208 -33.756195)
-33.75592,150.622932,Crinia signifera,2424585.0,1,POINT (150.622932 -33.75592)
-33.7552,150.724,Limnodynastes peronii,2429583.0,1,POINT (150.724 -33.7552)
-33.709259,150.598444,Litoria verreauxii,2427755.0,1,POINT (150.598444 -33.709259)
-33.756295,150.623246,Crinia signifera,2424585.0,1,POINT (150.623246 -33.756295)
-33.775784,150.86715,Crinia signifera,2424585.0,1,POINT (150.86715 -33.775784)
-33.789368,150.86689,Limnodynastes tasmaniensis,2429578.0,1,POINT (150.86689 -33.789368)
-33.71255,150.602944,Crinia signifera,2424585.0,1,POINT (150.602944 -33.71255)
-33.65891,150.606087,Litoria verreauxii,2427755.0,1,POINT (150.606087 -33.65891)
-33.5029,150.824,Crinia signifera,2424585.0,1,POINT (150.824 -33.5029)
-33.684,150.581,Limnodynastes peronii,2429583.0,1,POINT (150.581 -33.684)
-33.75647,150.623053,Crinia signifera,2424585.0,1,POINT (150.623053 -33.75647)
-33.756195,150.623071,Crinia signifera,2424585.0,1,POINT (150.623071 -33.756195)
-33.7343,150.634,Crinia signifera,2424585.0,1,POINT (150.634 -33.7343)
-33.749528,150.866185,Crinia signifera,2424585.0,1,POINT (150.866185 -33.749528)
-33.847728,150.787393,Crinia signifera,2424585.0,1,POINT (150.787393 -33.847728)
-33.847728,150.787393,Limnodynastes peronii,2429583.0,1,POINT (150.787393 -33.847728)
-33.5,150.7,,,1,POINT (150.7 -33.5)
-33.7,150.6,,,1,POINT (150.6 -33.7)
-33.736978,150.463439,Crinia signifera,2424585.0,1,POINT (150.463439 -33.736978)
-33.733732,150.481795,Crinia signifera,2424585.0,1,POINT (150.481795 -33.733732)
-33.756042,150.623401,Limnodynastes peronii,2429583.0,1,POINT (150.623401 -33.756042)
-33.8638,150.813,Crinia signifera,2424585.0,1,POINT (150.813 -33.8638)
-33.530487,150.876264,Crinia signifera,2424585.0,1,POINT (150.876264 -33.530487)
-33.755457,150.623309,Litoria peronii,2427831.0,1,POINT (150.623309 -33.755457)
-33.932953,150.640125,Litoria peronii,2427831.0,1,POINT (150.640125 -33.932953)
-33.5313,150.769,Litoria fallax,2427671.0,1,POINT (150.769 -33.5313)
-33.709442,150.598453,Litoria peronii,2427831.0,1,POINT (150.598453 -33.709442)
-33.75513,150.623604,Litoria peronii,2427831.0,1,POINT (150.623604 -33.75513)
-33.6194,150.801,Litoria peronii,2427831.0,1,POINT (150.801 -33.6194)
-33.755432,150.623365,Litoria peronii,2427831.0,1,POINT (150.623365 -33.755432)
-33.75695,150.629509,Crinia signifera,2424585.0,1,POINT (150.629509 -33.75695)
-33.5177,150.874,Limnodynastes dumerilii,2429581.0,1,POINT (150.874 -33.5177)
-33.758118,150.858161,Crinia signifera,2424585.0,1,POINT (150.858161 -33.758118)
-33.7705,150.695,Limnodynastes peronii,2429583.0,1,POINT (150.695 -33.7705)
-33.695421,150.553036,Limnodynastes peronii,2429583.0,1,POINT (150.553036 -33.695421)
-33.7595,150.756,Litoria dentata,2427847.0,1,POINT (150.756 -33.7595)
-33.756256,150.623237,Limnodynastes peronii,2429583.0,1,POINT (150.623237 -33.756256)
-33.6194,150.801,Crinia signifera,2424585.0,1,POINT (150.801 -33.6194)
-33.755418,150.623321,Litoria peronii,2427831.0,1,POINT (150.623321 -33.755418)
-33.755477,150.623479,Litoria peronii,2427831.0,1,POINT (150.623479 -33.755477)
-33.500885,150.689557,Litoria peronii,2427831.0,1,POINT (150.689557 -33.500885)
-33.501251,150.689404,Uperoleia fusca,2424629.0,1,POINT (150.689404 -33.501251)
-33.6839,150.582,Limnodynastes peronii,2429583.0,1,POINT (150.582 -33.6839)
-33.6405,150.803,Limnodynastes tasmaniensis,2429578.0,1,POINT (150.803 -33.6405)
-33.6946,150.571,Limnodynastes peronii,2429583.0,1,POINT (150.571 -33.6946)
-33.75526,150.631883,Limnodynastes peronii,2429583.0,1,POINT (150.631883 -33.75526)
-33.756134,150.623448,Limnodynastes peronii,2429583.0,1,POINT (150.623448 -33.756134)
-33.755463,150.623313,Litoria peronii,2427831.0,1,POINT (150.623313 -33.755463)
-33.756226,150.623049,Limnodynastes peronii,2429583.0,1,POINT (150.623049 -33.756226)
-33.756111,150.623374,Limnodynastes peronii,2429583.0,1,POINT (150.623374 -33.756111)
-33.756057,150.623453,Limnodynastes peronii,2429583.0,1,POINT (150.623453 -33.756057)
-33.7554,150.724,Limnodynastes peronii,2429583.0,1,POINT (150.724 -33.7554)
-33.7347,150.634,Limnodynastes peronii,2429583.0,1,POINT (150.634 -33.7347)
-33.9721,150.9,Litoria peronii,2427831.0,1,POINT (150.9 -33.9721)
-33.755609,150.631425,Crinia signifera,2424585.0,1,POINT (150.631425 -33.755609)
-33.756409,150.623433,Limnodynastes peronii,2429583.0,1,POINT (150.623433 -33.756409)
-33.5181,150.875,Crinia signifera,2424585.0,1,POINT (150.875 -33.5181)
-33.751747,150.679687,Limnodynastes peronii,2429583.0,1,POINT (150.679687 -33.751747)
-33.506042,150.791932,Uperoleia laevigata,2424630.0,1,POINT (150.791932 -33.506042)
-33.756148,150.623573,Limnodynastes peronii,2429583.0,1,POINT (150.623573 -33.756148)
-33.757014,150.629647,Crinia signifera,2424585.0,1,POINT (150.629647 -33.757014)
-33.769111,150.481688,Crinia signifera,2424585.0,1,POINT (150.481688 -33.769111)
-33.755463,150.623267,Litoria peronii,2427831.0,1,POINT (150.623267 -33.755463)
-33.8638,150.813,Crinia signifera,2424585.0,1,POINT (150.813 -33.8638)
-33.6194,150.801,Crinia signifera,2424585.0,1,POINT (150.801 -33.6194)
-33.75531,150.62379,Litoria peronii,2427831.0,1,POINT (150.62379 -33.75531)
-33.755142,150.623568,Litoria peronii,2427831.0,1,POINT (150.623568 -33.755142)
-33.755405,150.623468,Litoria peronii,2427831.0,1,POINT (150.623468 -33.755405)
-33.742634,150.479477,Crinia signifera,2424585.0,1,POINT (150.479477 -33.742634)
-33.501325,150.689474,Limnodynastes peronii,2429583.0,1,POINT (150.689474 -33.501325)
-33.756195,150.62328,Limnodynastes peronii,2429583.0,1,POINT (150.62328 -33.756195)
-33.756245,150.623212,Limnodynastes peronii,2429583.0,1,POINT (150.623212 -33.756245)
-33.6194,150.801,Limnodynastes peronii,2429583.0,1,POINT (150.801 -33.6194)
-33.75562,150.631503,Limnodynastes peronii,2429583.0,1,POINT (150.631503 -33.75562)
-33.695578,150.553045,Limnodynastes peronii,2429583.0,1,POINT (150.553045 -33.695578)
-33.759888,150.650658,Litoria peronii,2427831.0,1,POINT (150.650658 -33.759888)
-33.8408,150.759,Litoria peronii,2427831.0,1,POINT (150.759 -33.8408)
-33.755432,150.623313,Litoria peronii,2427831.0,1,POINT (150.623313 -33.755432)
-33.608958,150.887079,Litoria dentata,2427847.0,1,POINT (150.887079 -33.608958)
-33.7275,150.713,Limnodynastes peronii,2429583.0,1,POINT (150.713 -33.7275)
-33.691284,150.533813,Litoria peronii,2427831.0,1,POINT (150.533813 -33.691284)
-33.756104,150.623197,Crinia signifera,2424585.0,1,POINT (150.623197 -33.756104)
-33.756287,150.623236,Crinia signifera,2424585.0,1,POINT (150.623236 -33.756287)
-33.759888,150.650658,Litoria fallax,2427671.0,1,POINT (150.650658 -33.759888)
-33.769094,150.481629,Crinia signifera,2424585.0,1,POINT (150.481629 -33.769094)
-33.742667,150.479481,Crinia signifera,2424585.0,1,POINT (150.479481 -33.742667)
-33.6194,150.801,Crinia signifera,2424585.0,1,POINT (150.801 -33.6194)
-33.756134,150.623448,Crinia signifera,2424585.0,1,POINT (150.623448 -33.756134)
-33.5174,150.874,Litoria verreauxii,2427755.0,1,POINT (150.874 -33.5174)
-33.822478,150.655461,Crinia signifera,2424585.0,1,POINT (150.655461 -33.822478)
-33.7552,150.724,Litoria peronii,2427831.0,1,POINT (150.724 -33.7552)
-33.756057,150.623453,Crinia signifera,2424585.0,1,POINT (150.623453 -33.756057)
-33.75526,150.631883,Crinia signifera,2424585.0,1,POINT (150.631883 -33.75526)
-33.5177,150.874,Crinia signifera,2424585.0,1,POINT (150.874 -33.5177)
-33.769111,150.481688,Litoria verreauxii,2427755.0,1,POINT (150.481688 -33.769111)
-33.769051,150.481697,Crinia signifera,2424585.0,1,POINT (150.481697 -33.769051)
-33.756409,150.623433,Crinia signifera,2424585.0,1,POINT (150.623433 -33.756409)
-33.769712,150.491055,Crinia signifera,2424585.0,1,POINT (150.491055 -33.769712)
-33.70944,150.598107,Ranoidea wilcoxii,10737932.0,1,POINT (150.598107 -33.70944)
-33.6245,150.804,Crinia signifera,2424585.0,1,POINT (150.804 -33.6245)
-33.6946,150.571,Litoria peronii,2427831.0,1,POINT (150.571 -33.6946)
-33.6839,150.582,Crinia signifera,2424585.0,1,POINT (150.582 -33.6839)
-33.756205,150.623298,Litoria peronii,2427831.0,1,POINT (150.623298 -33.756205)
-33.724665,150.434115,Crinia signifera,2424585.0,1,POINT (150.434115 -33.724665)
-33.8408,150.759,Litoria fallax,2427671.0,1,POINT (150.759 -33.8408)
-33.756348,150.623661,Crinia signifera,2424585.0,1,POINT (150.623661 -33.756348)
-33.75562,150.631503,Crinia signifera,2424585.0,1,POINT (150.631503 -33.75562)
-33.5313,150.769,Crinia signifera,2424585.0,1,POINT (150.769 -33.5313)
-33.756195,150.623198,Crinia signifera,2424585.0,1,POINT (150.623198 -33.756195)
-33.756348,150.623297,Crinia signifera,2424585.0,1,POINT (150.623297 -33.756348)
-33.759992,150.859431,Crinia signifera,2424585.0,1,POINT (150.859431 -33.759992)
-33.7331,150.633,Crinia signifera,2424585.0,1,POINT (150.633 -33.7331)
-33.500885,150.689557,Uperoleia laevigata,2424630.0,1,POINT (150.689557 -33.500885)
-33.5313,150.769,Litoria verreauxii,2427755.0,1,POINT (150.769 -33.5313)
-33.8224,150.656,Litoria tyleri,2427823.0,1,POINT (150.656 -33.8224)
-33.756245,150.623331,Crinia signifera,2424585.0,1,POINT (150.623331 -33.756245)
-33.822478,150.655461,Litoria tyleri,2427823.0,1,POINT (150.655461 -33.822478)
-33.8226,150.655,Litoria verreauxii,2427755.0,1,POINT (150.655 -33.8226)
-33.756245,150.623212,Crinia signifera,2424585.0,1,POINT (150.623212 -33.756245)
-33.756148,150.623573,Crinia signifera,2424585.0,1,POINT (150.623573 -33.756148)
-33.756195,150.623178,Crinia signifera,2424585.0,1,POINT (150.623178 -33.756195)
-33.500885,150.689557,Litoria verreauxii,2427755.0,1,POINT (150.689557 -33.500885)
-33.756226,150.623235,Crinia signifera,2424585.0,1,POINT (150.623235 -33.756226)
-33.8226,150.655,Crinia signifera,2424585.0,1,POINT (150.655 -33.8226)
-33.769094,150.481629,Litoria verreauxii,2427755.0,1,POINT (150.481629 -33.769094)
-33.756317,150.623083,Crinia signifera,2424585.0,1,POINT (150.623083 -33.756317)
-33.756348,150.623297,Limnodynastes peronii,2429583.0,1,POINT (150.623297 -33.756348)
-33.759992,150.859431,Litoria fallax,2427671.0,1,POINT (150.859431 -33.759992)
-33.549088,150.896434,Ranoidea caerulea,10842219.0,1,POINT (150.896434 -33.549088)
-33.7552,150.725,Limnodynastes peronii,2429583.0,1,POINT (150.725 -33.7552)
-33.70936,150.598466,Litoria peronii,2427831.0,1,POINT (150.598466 -33.70936)
-33.5175,150.874,Limnodynastes dumerilii,2429581.0,1,POINT (150.874 -33.5175)
