decimalLatitude,decimalLongitude,occurrenceStatus,species
-33.8636,150.813,1,Crinia signifera
-34.075114,151.055813,1,Crinia signifera
-34.075114,151.055813,1,Crinia signifera
-33.684915,150.892164,1,Crinia signifera
-34.051133,150.775132,1,Crinia signifera
-33.563521,150.664704,1,Crinia signifera
-33.742672,151.108156,1,Crinia signifera
-33.859289,150.958108,1,Crinia signifera
-34.03208,150.86215,1,Crinia signifera
-33.9425,150.843,1,Crinia signifera
-33.8074,150.66,1,Crinia signifera
-33.518,150.875,1,Crinia signifera
-33.936779,150.877942,1,Crinia signifera
-33.631281,150.966601,1,Crinia signifera
-33.526117,150.908293,1,Crinia signifera
-33.9406,150.846,1,Crinia signifera
-33.931346,150.633337,1,Crinia signifera
-33.6691,150.919,1,Crinia signifera
-33.682935,150.676299,1,Crinia signifera
-33.726431,150.698346,1,Crinia signifera
-33.814968,151.148855,1,Crinia signifera
-33.9425,150.843,1,Crinia signifera
-33.7668,151.145,1,Crinia signifera
-33.6665,150.918,1,Crinia signifera
-33.723419,150.667827,1,Crinia signifera
-33.700113,150.584191,1,Crinia signifera
-33.931348,150.633431,1,Crinia signifera
-34.011473,150.718862,1,Crinia signifera
-33.723371,150.667789,1,Crinia signifera
-33.686454,150.679205,1,Crinia signifera
-33.504868,150.918686,1,Crinia signifera
-33.537474,150.904384,1,Crinia signifera
-34.112668,151.139022,1,Crinia signifera
-33.9425,150.843,1,Crinia signifera
-33.72329,150.667811,1,Crinia signifera
-33.5622,150.934,1,Crinia signifera
-33.631278,150.966615,1,Crinia signifera
-33.7501,150.956,1,Crinia signifera
-33.778408,151.017246,1,Crinia signifera
-33.931617,150.632748,1,Crinia signifera
-33.9182,150.945,1,Crinia signifera
-33.828549,150.906387,1,Crinia signifera
-33.631339,150.966705,1,Crinia signifera
-33.6187,151.015,1,Crinia signifera
-33.703009,150.93582,1,Crinia signifera
-33.952,151.136521,1,Crinia signifera
-33.8246,151.142,1,Crinia signifera
-33.708875,150.713809,1,Crinia signifera
-34.179,150.996,1,Crinia signifera
-33.669,150.919,1,Crinia signifera
-33.6757,150.912,1,Crinia signifera
-33.667,150.919,1,Crinia signifera
-33.631196,150.966284,1,Crinia signifera
-33.929792,150.634166,1,Crinia signifera
-34.066986,150.769699,1,Crinia signifera
-33.77839,151.01739,1,Crinia signifera
-33.931282,150.633767,1,Crinia signifera
-33.7091,150.913,1,Crinia signifera
-33.9181,150.944,1,Crinia signifera
-33.828633,150.906442,1,Crinia signifera
-33.703218,150.926986,1,Crinia signifera
-33.8247,151.142,1,Crinia signifera
-33.806075,151.047343,1,Crinia signifera
-33.6757,150.912,1,Crinia signifera
-33.667,150.919,1,Crinia signifera
-33.931256,150.63361,1,Crinia signifera
-33.6741,150.916,1,Crinia signifera
-34.147349,151.108791,1,Crinia signifera
-33.929785,150.634186,1,Crinia signifera
-33.9182,150.945,1,Crinia signifera
-33.706819,151.084136,1,Crinia signifera
-33.654286,151.070139,1,Crinia signifera
-33.70148,150.935354,1,Crinia signifera
-33.6186,151.015,1,Crinia signifera
-33.5716,150.718,1,Crinia signifera
-34.179,150.996,1,Crinia signifera
-33.6694,150.919,1,Crinia signifera
-33.6757,150.912,1,Crinia signifera
-33.767765,150.743781,1,Crinia signifera
-33.8405,150.9,1,Crinia signifera
-33.779272,151.016749,1,Crinia signifera
-33.931322,150.634148,1,Crinia signifera
-33.704134,151.140431,1,Crinia signifera
-33.8201,150.654,1,Crinia signifera
-34.159193,151.073826,1,Crinia signifera
-33.5736,150.716,1,Crinia signifera
-33.8247,151.142,1,Crinia signifera
-33.6726,150.923,1,Crinia signifera
-33.6669,150.919,1,Crinia signifera
-33.667519,150.920353,1,Crinia signifera
-33.929797,150.63419,1,Crinia signifera
-34.003777,151.06675,1,Crinia signifera
-33.701376,150.935317,1,Crinia signifera
-34.020371,150.709506,1,Crinia signifera
-33.6694,150.919,1,Crinia signifera
-34.041028,151.006122,1,Crinia signifera
-33.720447,150.943745,1,Crinia signifera
-33.702915,150.617437,1,Crinia signifera
-33.6695,150.919,1,Crinia signifera
-33.683016,150.676375,1,Crinia signifera
-33.704989,150.709687,1,Crinia signifera
-33.761513,151.028878,1,Crinia signifera
-33.72662,150.96849,1,Crinia signifera
-33.5801,150.831,1,Crinia signifera
-33.6664,150.92,1,Crinia signifera
-33.7931,150.697,1,Crinia signifera
-33.700119,150.58414,1,Crinia signifera
-33.7503,150.955,1,Crinia signifera
-33.702957,150.617444,1,Crinia signifera
-33.686932,151.096953,1,Crinia signifera
-33.6666,150.918,1,Crinia signifera
-33.6665,150.92,1,Crinia signifera
-33.7113,150.911,1,Crinia signifera
-33.6711,150.918,1,Crinia signifera
-33.6665,150.92,1,Crinia signifera
-33.583888,150.9124,1,Crinia signifera
-33.631285,150.966349,1,Crinia signifera
-33.931361,150.63341,1,Crinia signifera
-33.6599,150.919,1,Crinia signifera
-33.924275,150.858987,1,Crinia signifera
-33.815142,151.145636,1,Crinia signifera
-34.115095,151.125968,1,Crinia signifera
-33.8446,150.899,1,Crinia signifera
-33.778171,151.018742,1,Crinia signifera
-33.702105,150.935414,1,Crinia signifera
-33.9159,150.941,1,Crinia signifera
-33.631294,150.966488,1,Crinia signifera
-33.971333,150.867992,1,Crinia signifera
-33.5735,150.716,1,Crinia signifera
-33.8247,151.142,1,Crinia signifera
-33.6687,150.919,1,Crinia signifera
-33.6694,150.919,1,Crinia signifera
-33.6664,150.921,1,Crinia signifera
-33.669402,150.918557,1,Crinia signifera
-33.614534,151.040387,1,Crinia signifera
-33.931321,150.633522,1,Crinia signifera
-33.7496,150.954,1,Crinia signifera
-33.71075,151.073025,1,Crinia signifera
-33.70216,150.935389,1,Crinia signifera
-33.931358,150.633362,1,Crinia signifera
-33.805873,151.047258,1,Crinia signifera
-33.631184,150.966536,1,Crinia signifera
-33.707079,151.141519,1,Crinia signifera
-33.703114,150.926566,1,Crinia signifera
-33.86702,151.052967,1,Crinia signifera
-33.726914,150.968302,1,Crinia signifera
-33.971287,150.867653,1,Crinia signifera
-33.8247,151.142,1,Crinia signifera
-33.6687,150.919,1,Crinia signifera
-33.6694,150.919,1,Crinia signifera
-33.6655,150.923,1,Crinia signifera
-33.667729,150.920117,1,Crinia signifera
-33.931333,150.632966,1,Crinia signifera
-33.779377,151.033353,1,Crinia signifera
-33.8271,150.917,1,Crinia signifera
-33.52624,150.704907,1,Crinia signifera
-33.700175,150.58399,1,Crinia signifera
-33.631348,150.966525,1,Crinia signifera
-33.701432,150.935287,1,Crinia signifera
-34.228629,150.881628,1,Crinia signifera
-34.027021,150.705113,1,Crinia signifera
-33.701846,150.935167,1,Crinia signifera
-33.9889,151.026,1,Crinia signifera
-33.6184,151.016,1,Crinia signifera
-33.668,150.919,1,Crinia signifera
-33.6655,150.923,1,Crinia signifera
-33.669926,150.918563,1,Crinia signifera
-33.631284,150.96632,1,Crinia signifera
-33.931261,150.635011,1,Crinia signifera
-33.9179,150.944,1,Crinia signifera
-33.661001,151.067933,1,Crinia signifera
-33.6152,151.021,1,Crinia signifera
-34.066981,150.769371,1,Crinia signifera
-33.6692,150.919,1,Crinia signifera
-33.668,150.919,1,Crinia signifera
-33.6679,150.92,1,Crinia signifera
-33.726616,150.968411,1,Crinia signifera
-33.66748,150.920352,1,Crinia signifera
-33.8011,150.932,1,Crinia signifera
-33.63114,150.966452,1,Crinia signifera
-33.929697,150.634336,1,Crinia signifera
-33.7501,150.956,1,Crinia signifera
-33.931345,150.633443,1,Crinia signifera
-33.63129,150.966423,1,Crinia signifera
-33.702148,150.935457,1,Crinia signifera
-33.8201,150.654,1,Crinia signifera
-33.6679,150.92,1,Crinia signifera
-33.6757,150.912,1,Crinia signifera
-33.669692,150.918587,1,Crinia signifera
-34.2366,150.58,1,Crinia signifera
-33.981094,150.840264,1,Crinia signifera
-33.7651,151.133,1,Crinia signifera
-33.6152,151.021,1,Crinia signifera
-33.6152,151.021,1,Crinia signifera
-34.0861,151.145,1,Crinia signifera
-33.6236,151.02,1,Crinia signifera
-33.6894,150.945,1,Crinia signifera
-33.937,151.118,1,Crinia signifera
-34.2458,150.939,1,Crinia signifera
-34.114079,151.139015,1,Crinia signifera
-33.8201,150.654,1,Crinia signifera
-33.6599,150.919,1,Crinia signifera
-34.179,150.996,1,Crinia signifera
-34.2458,150.939,1,Crinia signifera
-33.931261,150.635011,1,Crinia signifera
-34.112668,151.139022,1,Crinia signifera
-33.703114,150.926566,1,Crinia signifera
-33.778171,151.018742,1,Crinia signifera
-33.667,150.919,1,Crinia signifera
-33.931346,150.633337,1,Crinia signifera
-33.931256,150.63361,1,Crinia signifera
-33.667729,150.920117,1,Crinia signifera
-33.6711,150.918,1,Crinia signifera
-33.669692,150.918587,1,Crinia signifera
-33.828633,150.906442,1,Crinia signifera
-33.931348,150.633431,1,Crinia signifera
-33.931358,150.633362,1,Crinia signifera
-33.6741,150.916,1,Crinia signifera
-33.931321,150.633522,1,Crinia signifera
-33.6694,150.919,1,Crinia signifera
-34.011473,150.718862,1,Crinia signifera
-33.631284,150.96632,1,Crinia signifera
-33.9406,150.846,1,Crinia signifera
-33.669,150.919,1,Crinia signifera
-33.701376,150.935317,1,Crinia signifera
-33.6757,150.912,1,Crinia signifera
-33.6152,151.021,1,Crinia signifera
-33.7091,150.913,1,Crinia signifera
-33.654286,151.070139,1,Crinia signifera
-34.147349,151.108791,1,Crinia signifera
-33.669926,150.918563,1,Crinia signifera
-33.700175,150.58399,1,Crinia signifera
-33.631348,150.966525,1,Crinia signifera
-33.72662,150.96849,1,Crinia signifera
-33.631278,150.966615,1,Crinia signifera
-33.726431,150.698346,1,Crinia signifera
-33.52624,150.704907,1,Crinia signifera
-33.7501,150.956,1,Crinia signifera
-33.701432,150.935287,1,Crinia signifera
-33.708875,150.713809,1,Crinia signifera
-33.7651,151.133,1,Crinia signifera
-33.929785,150.634186,1,Crinia signifera
-33.6894,150.945,1,Crinia signifera
-33.929797,150.63419,1,Crinia signifera
-33.8247,151.142,1,Crinia signifera
-33.971333,150.867992,1,Crinia signifera
-33.6757,150.912,1,Crinia signifera
-33.929697,150.634336,1,Crinia signifera
-34.041028,151.006122,1,Crinia signifera
-33.704134,151.140431,1,Crinia signifera
-33.631339,150.966705,1,Crinia signifera
-33.707079,151.141519,1,Crinia signifera
-33.8011,150.932,1,Crinia signifera
-34.228629,150.881628,1,Crinia signifera
-33.931333,150.632966,1,Crinia signifera
-33.702957,150.617444,1,Crinia signifera
-33.8246,151.142,1,Crinia signifera
-33.8247,151.142,1,Crinia signifera
-33.661001,151.067933,1,Crinia signifera
-34.020371,150.709506,1,Crinia signifera
-33.767765,150.743781,1,Crinia signifera
-33.669402,150.918557,1,Crinia signifera
-34.066986,150.769699,1,Crinia signifera
-33.6665,150.92,1,Crinia signifera
-33.686932,151.096953,1,Crinia signifera
-33.761513,151.028878,1,Crinia signifera
-33.72329,150.667811,1,Crinia signifera
-33.86702,151.052967,1,Crinia signifera
-33.779377,151.033353,1,Crinia signifera
-33.8247,151.142,1,Crinia signifera
-33.631184,150.966536,1,Crinia signifera
-33.929792,150.634166,1,Crinia signifera
-33.931617,150.632748,1,Crinia signifera
-33.682935,150.676299,1,Crinia signifera
-33.6184,151.016,1,Crinia signifera
-33.6694,150.919,1,Crinia signifera
-33.667519,150.920353,1,Crinia signifera
-33.9425,150.843,1,Crinia signifera
-33.931322,150.634148,1,Crinia signifera
-33.6655,150.923,1,Crinia signifera
-33.683016,150.676375,1,Crinia signifera
-33.706819,151.084136,1,Crinia signifera
-33.631196,150.966284,1,Crinia signifera
-33.6666,150.918,1,Crinia signifera
-33.937,151.118,1,Crinia signifera
-33.7931,150.697,1,Crinia signifera
-33.66748,150.920352,1,Crinia signifera
-33.779272,151.016749,1,Crinia signifera
-34.027021,150.705113,1,Crinia signifera
-33.6757,150.912,1,Crinia signifera
-33.701846,150.935167,1,Crinia signifera
-33.931345,150.633443,1,Crinia signifera
-33.614534,151.040387,1,Crinia signifera
-33.6186,151.015,1,Crinia signifera
-33.9181,150.944,1,Crinia signifera
-33.931361,150.63341,1,Crinia signifera
-34.159193,151.073826,1,Crinia signifera
-33.806075,151.047343,1,Crinia signifera
-34.2366,150.58,1,Crinia signifera
-33.631294,150.966488,1,Crinia signifera
-33.720447,150.943745,1,Crinia signifera
-33.5622,150.934,1,Crinia signifera
-33.77839,151.01739,1,Crinia signifera
-33.723371,150.667789,1,Crinia signifera
-33.702105,150.935414,1,Crinia signifera
-33.6236,151.02,1,Crinia signifera
-33.6692,150.919,1,Crinia signifera
-33.723419,150.667827,1,Crinia signifera
-33.9159,150.941,1,Crinia signifera
-33.805873,151.047258,1,Crinia signifera
-33.6664,150.921,1,Crinia signifera
-33.8446,150.899,1,Crinia signifera
-33.631281,150.966601,1,Crinia signifera
-33.971287,150.867653,1,Crinia signifera
-33.6757,150.912,1,Crinia signifera
-33.703009,150.93582,1,Crinia signifera
-33.7501,150.956,1,Crinia signifera
-33.631285,150.966349,1,Crinia signifera
-33.518,150.875,1,Crinia signifera
-33.504868,150.918686,1,Crinia signifera
-33.9182,150.945,1,Crinia signifera
-33.526117,150.908293,1,Crinia signifera
-33.667,150.919,1,Crinia signifera
-33.778408,151.017246,1,Crinia signifera
-34.0861,151.145,1,Crinia signifera
-33.6694,150.919,1,Crinia signifera
-33.6691,150.919,1,Crinia signifera
-33.7668,151.145,1,Crinia signifera
-33.668,150.919,1,Crinia signifera
-33.63114,150.966452,1,Crinia signifera
-33.6695,150.919,1,Crinia signifera
-33.8201,150.654,1,Crinia signifera
-33.703218,150.926986,1,Crinia signifera
-34.114079,151.139015,1,Crinia signifera
-33.936779,150.877942,1,Crinia signifera
-33.6694,150.919,1,Crinia signifera
-33.700119,150.58414,1,Crinia signifera
-33.537474,150.904384,1,Crinia signifera
-33.5716,150.718,1,Crinia signifera
-33.828549,150.906387,1,Crinia signifera
-33.7496,150.954,1,Crinia signifera
-33.7503,150.955,1,Crinia signifera
-33.9425,150.843,1,Crinia signifera
-33.815142,151.145636,1,Crinia signifera
-33.8405,150.9,1,Crinia signifera
-33.704989,150.709687,1,Crinia signifera
-33.9179,150.944,1,Crinia signifera
-34.066981,150.769371,1,Crinia signifera
-33.7113,150.911,1,Crinia signifera
-33.5735,150.716,1,Crinia signifera
-33.668,150.919,1,Crinia signifera
-33.924275,150.858987,1,Crinia signifera
-34.179,150.996,1,Crinia signifera
-33.6687,150.919,1,Crinia signifera
-33.702148,150.935457,1,Crinia signifera
-33.8074,150.66,1,Crinia signifera
-33.6152,151.021,1,Crinia signifera
-33.6655,150.923,1,Crinia signifera
-33.8271,150.917,1,Crinia signifera
-33.6679,150.92,1,Crinia signifera
-33.9889,151.026,1,Crinia signifera
-33.726914,150.968302,1,Crinia signifera
-33.814968,151.148855,1,Crinia signifera
-33.686454,150.679205,1,Crinia signifera
-33.8247,151.142,1,Crinia signifera
-33.702915,150.617437,1,Crinia signifera
-33.70148,150.935354,1,Crinia signifera
-33.6687,150.919,1,Crinia signifera
-33.5801,150.831,1,Crinia signifera
-33.6669,150.919,1,Crinia signifera
-33.726616,150.968411,1,Crinia signifera
-33.9425,150.843,1,Crinia signifera
-33.6665,150.92,1,Crinia signifera
-33.9182,150.945,1,Crinia signifera
-34.115095,151.125968,1,Crinia signifera
-33.6726,150.923,1,Crinia signifera
-33.931282,150.633767,1,Crinia signifera
-34.003777,151.06675,1,Crinia signifera
-33.71075,151.073025,1,Crinia signifera
-33.6679,150.92,1,Crinia signifera
-33.6187,151.015,1,Crinia signifera
-33.70216,150.935389,1,Crinia signifera
-33.583888,150.9124,1,Crinia signifera
-33.700113,150.584191,1,Crinia signifera
-33.6664,150.92,1,Crinia signifera
-33.952,151.136521,1,Crinia signifera
-33.5736,150.716,1,Crinia signifera
-33.6665,150.918,1,Crinia signifera
-33.6152,151.021,1,Crinia signifera
-33.63129,150.966423,1,Crinia signifera
-33.702635,150.95648,1,Crinia signifera
-33.86358,150.91451,1,Crinia signifera
-33.702635,150.95648,1,Crinia signifera
-33.615779,150.904098,1,Crinia signifera
-34.115497,150.791761,1,Crinia signifera
-34.071082,150.766333,1,Crinia signifera
-33.717336,151.012466,1,Crinia signifera
-33.716138,150.990369,1,Crinia signifera
-34.1994,150.543,1,Crinia signifera
-34.074754,151.043482,1,Crinia signifera
-33.506919,150.371381,1,Crinia signifera
-33.631176,150.966257,1,Crinia signifera
-33.952197,151.13688,1,Crinia signifera
-33.944601,150.648709,1,Crinia signifera
-33.6187,151.015,1,Crinia signifera
-34.066971,150.76986,1,Crinia signifera
-33.7553,151.127,1,Crinia signifera
-34.074803,151.043597,1,Crinia signifera
-33.699913,150.584152,1,Crinia signifera
-33.6645,150.283,1,Crinia signifera
-33.631071,150.96645,1,Crinia signifera
-33.526359,150.704863,1,Crinia signifera
-33.70226,150.934802,1,Crinia signifera
-33.69304,150.324432,1,Crinia signifera
-34.074769,151.043488,1,Crinia signifera
-33.7912,150.875,1,Crinia signifera
-33.631146,150.966449,1,Crinia signifera
-33.631198,150.966408,1,Crinia signifera
-34.064192,150.769415,1,Crinia signifera
-33.714305,150.987924,1,Crinia signifera
-34.07482,151.04344,1,Crinia signifera
-33.631195,150.966268,1,Crinia signifera
-33.980141,151.079193,1,Crinia signifera
-33.723781,150.371248,1,Crinia signifera
-33.716292,150.991814,1,Crinia signifera
-34.177273,150.612291,1,Crinia signifera
-33.7682,151.124,1,Crinia signifera
-33.989,151.027,1,Crinia signifera
-33.6881,151.092,1,Crinia signifera
-33.821602,150.881524,1,Crinia signifera
-33.778785,151.028664,1,Crinia signifera
-33.702017,150.935315,1,Crinia signifera
-34.0744,150.804,1,Crinia signifera
-33.808,151.134,1,Crinia signifera
-33.707046,150.37871,1,Crinia signifera
-33.584235,150.912327,1,Crinia signifera
-33.6881,151.092,1,Crinia signifera
-33.6187,151.015,1,Crinia signifera
-33.726975,150.968434,1,Crinia signifera
-33.7687,151.14,1,Crinia signifera
-34.0742,150.805,1,Crinia signifera
-34.0529,150.992,1,Crinia signifera
-33.70693,151.084331,1,Crinia signifera
-33.710588,150.49337,1,Crinia signifera
-33.8232,151.144,1,Crinia signifera
-33.63132,150.966492,1,Crinia signifera
-33.7847,151.011,1,Crinia signifera
-33.717356,151.012423,1,Crinia signifera
-34.087855,151.145786,1,Crinia signifera
-33.6038,151.143,1,Crinia signifera
-33.706873,150.378781,1,Crinia signifera
-33.7028,151.081,1,Crinia signifera
-33.8066,151.133,1,Crinia signifera
-33.6881,151.092,1,Crinia signifera
-34.217615,150.60084,1,Crinia signifera
-33.619,151.015,1,Crinia signifera
-33.932723,150.63474,1,Crinia signifera
-33.767104,150.732479,1,Crinia signifera
-33.7653,151.144,1,Crinia signifera
-33.7099,150.995,1,Crinia signifera
-33.631243,150.966341,1,Crinia signifera
-33.8048,151.134,1,Crinia signifera
-34.066888,150.769951,1,Crinia signifera
-33.7413,150.949,1,Crinia signifera
-33.931214,150.633147,1,Crinia signifera
-33.723622,150.371312,1,Crinia signifera
-33.5571,150.908,1,Crinia signifera
-34.177656,150.61202,1,Crinia signifera
-33.7054,151.081,1,Crinia signifera
-33.793346,151.142793,1,Crinia signifera
-33.837371,151.07597,1,Crinia signifera
-34.074771,151.043475,1,Crinia signifera
-33.6933,150.692,1,Crinia signifera
-34.074759,151.043504,1,Crinia signifera
-33.6933,150.692,1,Crinia signifera
-33.750529,151.106957,1,Crinia signifera
-33.4794,150.985,1,Crinia signifera
-34.177,150.612302,1,Crinia signifera
-34.1994,150.543,1,Crinia signifera
-33.821602,150.881524,1,Crinia signifera
-33.706873,150.378781,1,Crinia signifera
-33.70226,150.934802,1,Crinia signifera
-33.723622,150.371312,1,Crinia signifera
-34.177656,150.61202,1,Crinia signifera
-33.702017,150.935315,1,Crinia signifera
-33.808,151.134,1,Crinia signifera
-33.8066,151.133,1,Crinia signifera
-33.631146,150.966449,1,Crinia signifera
-33.631071,150.96645,1,Crinia signifera
-33.63132,150.966492,1,Crinia signifera
-33.631176,150.966257,1,Crinia signifera
-34.074754,151.043482,1,Crinia signifera
-33.6881,151.092,1,Crinia signifera
-33.726975,150.968434,1,Crinia signifera
-33.989,151.027,1,Crinia signifera
-33.932723,150.63474,1,Crinia signifera
-33.716292,150.991814,1,Crinia signifera
-33.723781,150.371248,1,Crinia signifera
-34.066971,150.76986,1,Crinia signifera
-34.0742,150.805,1,Crinia signifera
-33.584235,150.912327,1,Crinia signifera
-33.631243,150.966341,1,Crinia signifera
-33.7413,150.949,1,Crinia signifera
-33.7553,151.127,1,Crinia signifera
-34.066888,150.769951,1,Crinia signifera
-33.8048,151.134,1,Crinia signifera
-33.717336,151.012466,1,Crinia signifera
-34.07482,151.04344,1,Crinia signifera
-34.217615,150.60084,1,Crinia signifera
-33.631195,150.966268,1,Crinia signifera
-33.7847,151.011,1,Crinia signifera
-33.6881,151.092,1,Crinia signifera
-33.69304,150.324432,1,Crinia signifera
-34.074803,151.043597,1,Crinia signifera
-33.699913,150.584152,1,Crinia signifera
-33.4794,150.985,1,Crinia signifera
-33.952197,151.13688,1,Crinia signifera
-33.6933,150.692,1,Crinia signifera
-33.707046,150.37871,1,Crinia signifera
-34.071082,150.766333,1,Crinia signifera
-33.837371,151.07597,1,Crinia signifera
-34.074759,151.043504,1,Crinia signifera
-33.8232,151.144,1,Crinia signifera
-33.70693,151.084331,1,Crinia signifera
-33.7099,150.995,1,Crinia signifera
-33.767104,150.732479,1,Crinia signifera
-33.931214,150.633147,1,Crinia signifera
-33.778785,151.028664,1,Crinia signifera
-33.6645,150.283,1,Crinia signifera
-33.631198,150.966408,1,Crinia signifera
-33.710588,150.49337,1,Crinia signifera
-33.714305,150.987924,1,Crinia signifera
-33.6933,150.692,1,Crinia signifera
-33.750529,151.106957,1,Crinia signifera
-33.7028,151.081,1,Crinia signifera
-33.526359,150.704863,1,Crinia signifera
-33.944601,150.648709,1,Crinia signifera
-34.074769,151.043488,1,Crinia signifera
-33.980141,151.079193,1,Crinia signifera
-34.177,150.612302,1,Crinia signifera
-33.506919,150.371381,1,Crinia signifera
-33.717356,151.012423,1,Crinia signifera
-33.6187,151.015,1,Crinia signifera
-33.716138,150.990369,1,Crinia signifera
-33.5571,150.908,1,Crinia signifera
-33.6187,151.015,1,Crinia signifera
-34.087855,151.145786,1,Crinia signifera
-33.7912,150.875,1,Crinia signifera
-33.7054,151.081,1,Crinia signifera
-33.6881,151.092,1,Crinia signifera
-33.6038,151.143,1,Crinia signifera
-33.619,151.015,1,Crinia signifera
-33.7682,151.124,1,Crinia signifera
-33.7653,151.144,1,Crinia signifera
-34.074771,151.043475,1,Crinia signifera
-34.064192,150.769415,1,Crinia signifera
-34.0529,150.992,1,Crinia signifera
-34.177273,150.612291,1,Crinia signifera
-33.7687,151.14,1,Crinia signifera
-34.0744,150.804,1,Crinia signifera
-33.691191,150.932817,1,Crinia signifera
-34.036219,150.623022,1,Crinia signifera
-33.92044,150.62224,1,Crinia signifera
-33.778712,150.711788,1,Crinia signifera
-33.526776,150.705155,1,Crinia signifera
-33.715975,150.991764,1,Crinia signifera
-33.525869,150.704354,1,Crinia signifera
-34.239214,150.915735,1,Crinia signifera
-33.584093,150.911617,1,Crinia signifera
-33.7231,150.476,1,Crinia signifera
-33.7567,150.86,1,Crinia signifera
-33.960602,150.975622,1,Crinia signifera
-33.4723,150.172,1,Crinia signifera
-33.5785,150.833,1,Crinia signifera
-33.714655,150.989132,1,Crinia signifera
-33.701912,150.935379,1,Crinia signifera
-33.7684,151.124,1,Crinia signifera
-33.7658,151.145,1,Crinia signifera
-33.7229,150.476,1,Crinia signifera
-33.699873,150.584069,1,Crinia signifera
-33.4771,150.172,1,Crinia signifera
-34.180231,150.992676,1,Crinia signifera
-33.714475,151.082953,1,Crinia signifera
-33.4723,150.172,1,Crinia signifera
-33.5786,150.893,1,Crinia signifera
-33.701936,150.935246,1,Crinia signifera
-33.7827,150.993,1,Crinia signifera
-33.780039,150.722278,1,Crinia signifera
-33.734446,150.250022,1,Crinia signifera
-33.712974,150.49493,1,Crinia signifera
-33.723612,150.371252,1,Crinia signifera
-33.716271,150.991883,1,Crinia signifera
-33.774321,151.015178,1,Crinia signifera
-33.699783,151.0433,1,Crinia signifera
-34.1993,150.543,1,Crinia signifera
-33.781324,151.014709,1,Crinia signifera
-33.83413,151.062875,1,Crinia signifera
-33.699899,151.043206,1,Crinia signifera
-33.911284,151.144509,1,Crinia signifera
-33.782764,151.019491,1,Crinia signifera
-33.591943,150.191989,1,Crinia signifera
-33.780003,150.722121,1,Crinia signifera
-33.631206,150.966281,1,Crinia signifera
-33.631204,150.966692,1,Crinia signifera
-33.706755,150.37878,1,Crinia signifera
-33.834057,151.063262,1,Crinia signifera
-33.59191,150.19201,1,Crinia signifera
-33.779636,150.722237,1,Crinia signifera
-33.734125,150.249434,1,Crinia signifera
-33.8105,150.655,1,Crinia signifera
-33.714458,151.082952,1,Crinia signifera
-33.631168,150.966417,1,Crinia signifera
-33.70181,150.935194,1,Crinia signifera
-33.779958,150.722157,1,Crinia signifera
-33.4731,150.173,1,Crinia signifera
-33.631424,150.96654,1,Crinia signifera
-34.06329,150.808855,1,Crinia signifera
-33.533909,150.692612,1,Crinia signifera
-34.06395,150.808671,1,Crinia signifera
-33.506773,150.37137,1,Crinia signifera
-33.425631,150.789333,1,Crinia signifera
-33.7659,151.145,1,Crinia signifera
-33.506808,150.371489,1,Crinia signifera
-33.7229,150.476,1,Crinia signifera
-33.715975,150.991764,1,Crinia signifera
-33.70181,150.935194,1,Crinia signifera
-33.712974,150.49493,1,Crinia signifera
-33.4771,150.172,1,Crinia signifera
-33.4731,150.173,1,Crinia signifera
-33.506773,150.37137,1,Crinia signifera
-33.960602,150.975622,1,Crinia signifera
-33.584093,150.911617,1,Crinia signifera
-33.7567,150.86,1,Crinia signifera
-33.774321,151.015178,1,Crinia signifera
-33.834057,151.063262,1,Crinia signifera
-33.781324,151.014709,1,Crinia signifera
-33.4723,150.172,1,Crinia signifera
-33.7827,150.993,1,Crinia signifera
-33.701912,150.935379,1,Crinia signifera
-33.699873,150.584069,1,Crinia signifera
-33.714655,150.989132,1,Crinia signifera
-33.780003,150.722121,1,Crinia signifera
-33.7659,151.145,1,Crinia signifera
-33.7658,151.145,1,Crinia signifera
-33.425631,150.789333,1,Crinia signifera
-33.4723,150.172,1,Crinia signifera
-33.591943,150.191989,1,Crinia signifera
-33.5786,150.893,1,Crinia signifera
-34.239214,150.915735,1,Crinia signifera
-33.716271,150.991883,1,Crinia signifera
-33.526776,150.705155,1,Crinia signifera
-33.779958,150.722157,1,Crinia signifera
-33.714475,151.082953,1,Crinia signifera
-34.1993,150.543,1,Crinia signifera
-33.734125,150.249434,1,Crinia signifera
-33.911284,151.144509,1,Crinia signifera
-33.631204,150.966692,1,Crinia signifera
-33.631206,150.966281,1,Crinia signifera
-33.782764,151.019491,1,Crinia signifera
-33.699783,151.0433,1,Crinia signifera
-33.506808,150.371489,1,Crinia signifera
-33.714458,151.082952,1,Crinia signifera
-33.59191,150.19201,1,Crinia signifera
-33.701936,150.935246,1,Crinia signifera
-33.631168,150.966417,1,Crinia signifera
-33.525869,150.704354,1,Crinia signifera
-33.734446,150.250022,1,Crinia signifera
-33.723612,150.371252,1,Crinia signifera
-33.7231,150.476,1,Crinia signifera
-33.631424,150.96654,1,Crinia signifera
-33.5785,150.833,1,Crinia signifera
-33.7684,151.124,1,Crinia signifera
-33.706755,150.37878,1,Crinia signifera
-33.779636,150.722237,1,Crinia signifera
-33.780039,150.722278,1,Crinia signifera
-33.8105,150.655,1,Crinia signifera
-34.180231,150.992676,1,Crinia signifera
-33.83413,151.062875,1,Crinia signifera
-33.699899,151.043206,1,Crinia signifera
